dataset_id,title,organization,dataset_source,license_title,tags,formats,notes_snippet
92278420-6cdb-4e7c-9c6c-ff5614a05573,UNOSAT - FAO Gaza Strip Cropland Damage Assessment - August 2024,United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),complex emergency-conflict-security;crisis-opt-israel-hostilities;geodata,geodatabase,"<strong>UNOSAT code: CE20231007PSE</strong> This map illustrates satellite-detected changes in cropland areas of the Gaza Strip resulting from the decline in the health and density of crops due to the ongoing conflict. UNOSAT conducted an analysis utilising satellite imagery collected by the Sentinel-2 satellite between August 2017 and 2024, perfor…"
eed8a318-d3a2-457c-b930-eb2a2a850a56,Turkmenistan - Infrastructure,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),facilities-infrastructure;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-turkmenistan"">consolidated country dataset</a> on HDX. Infrastructure helps determine the success of manufacturing and agricultural activities. Investments in water, s…"
a9cc0c73-f5b3-46b5-b79a-740770f766c5,Senegal - Nutrition,OCHA West and Central Africa (ROWCA),"UNICEF, 2011",Other,nutrition,xlsx,Global acute malnutrition in Senegal. The Excel file shows the prevalence of Global Acute Malnutrition (GAM) in Senegal in 2011.
350760a0-ab2e-4da1-8951-0f764e6d612b,Haiti - Age and Gender Structures (2015-2030),WorldPop,Multiple sources,Other,baseline population;demographics;gender and age disaggregated data-gadd;geodata,geotiff,"Estimates of total number of people per grid square broken down by gender and age groupings (including 0-1 and by 5-year up to 90+) for Haiti, R2025A version v1. The dataset is available to download in Geotiff format at a resolution of 3 arc (approximately 100m at the equator). The projection is Geographic Coordinate System, WGS84. The units are es…"
624c70ea-8d15-47f8-a6ed-74207e27ed51,Colombia - PiN Cluster Salud,3iS,Humanitarian partners,Public Domain / No restrictions (CC0),health;people in need-pin,xlsx,"Esta base contiene el resultado final del cálculo de las severidades, la Población en Necesidad (PiN) y las desagregaciones poblacionales para el Clúster de Salud, Colombia 2025."
33b49c18-27b9-464b-9554-2042a67ff83c,Netherlands (Kingdom of the) - Spatial Distribution of Population (2015-2030),WorldPop,Multiple sources,Other,baseline population;geodata,geotiff,"Estimates, total number of people per grid-cell. The dataset is available to download in Geotiff format at a resolution of 3 arc (approximately 100m at the equator). The projection is Geographic Coordinate System, WGS84. The units are number of people per pixel. The mapping approach is Random Forest-based dasymetric redistribution. More information…"
5b67cc82-ef3e-4a9d-a255-b415d0baf7ea,Cabo Verde - Gender,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),gender;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-cabo-verde"">consolidated country dataset</a> on HDX. Gender equality is a core development objective in its own right. It is also smart development policy and sound bu…"
d07b3bac-7987-4cbe-92ce-765cbdcc76b1,"Netherlands - Demographic, Health, Education and Transport indicators","United Nations Human Settlements Programmes, Data and Analytics Section",UNHABITAT,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),baseline population;education;health;hxl;indicators;transportation,csv,"The urban indicators data available here are analyzed, compiled and published by UN-Habitat’s Global Urban Observatory which supports governments, local authorities and civil society organizations to develop urban indicators, data and statistics. Urban statistics are collected through household surveys and censuses conducted by national statistics …"
c8431636-ef67-4636-9d75-cc756f30b75a,Albania - Population Density,WorldPop,"WorldPop, University of Southampton, UK",Other,baseline population;geodata,geotiff,"<b>WorldPop produces different types of gridded population count datasets, depending on the methods used and end application. Please make sure you have read our <a href=""https://www.worldpop.org/methods/populations"">Mapping Populations</a> overview page before choosing and downloading a dataset.</b> Datasets are available to download in Geotiff and…"
61779f3b-5cfd-44b7-91d8-ad7ce97f6f56,Indicadores WASH de extranjeros en Colombia - Censo 2018,iMMAP Inc.,iMMAP,Creative Commons Attribution International (CC BY),baseline population;demographics;hxl;water sanitation and hygiene-wash,xlsx,Indicadores WASH de la población extranjera en Colombia por municipio según el Censo Nacional de Población y Vivienda de 2018
d91f5a96-1543-4a02-9340-298a14af62b3,Turkiye - Trade,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),hxl;indicators;trade,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-turkiye"">consolidated country dataset</a> on HDX. Trade is a key means to fight poverty and achieve the Millennium Development Goals, specifically by improving develop…"
9e9ed7b7-bff1-42f2-a246-fc028498b26f,Sierra Leone Medium Term Projection  FEWS NET Acute Food Insecurity Classifications Geographic Data for 2016,FEWS NET,FEWS NET,Creative Commons Attribution International (CC BY),food security;integrated food security phase classification-ipc,geojson,The FEWS NET Data Warehouse is <strong>currently unavailable</strong>. Datasets on HDX that refer to the Data Warehouse have been archived. Sierra Leone Medium Term Projection FEWS NET Acute Food Insecurity Classifications Geographic data for 2016
d8cfed34-2b2c-41b4-8ed9-1a018bae1a75,Cameroon Current Situation FEWS NET Acute Food Insecurity Classifications Geographic Data for 2022,FEWS NET,FEWS NET,Creative Commons Attribution International (CC BY),food security;integrated food security phase classification-ipc,geojson;kml,Cameroon Current Situation FEWS NET Acute Food Insecurity Classifications Geographic data for 2022
93c5f090-e18a-4780-8ccc-1aa35b608baf,Niger - Health,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),health;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-niger"">consolidated country dataset</a> on HDX. Improving health is central to the Millennium Development Goals, and the public sector is the main provider of health c…"
85bc89f5-549e-4d81-89b4-84448d7b619c,Turkiye - Private Sector,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),economics;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-turkiye"">consolidated country dataset</a> on HDX. Private markets drive economic growth, tapping initiative and investment to create productive jobs and raise incomes.…"
5134b1de-1ee1-49e3-b886-8cce724983f1,Turkiye - Education,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),education;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-turkiye"">consolidated country dataset</a> on HDX. Education is one of the most powerful instruments for reducing poverty and inequality and lays a foundation for susta…"
3346bfff-aa0b-49df-a5d4-eaf8ba53a351,Satellite detected water extents between the 13th and the 17th November 2020 in El Salvador,United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,geodatabase;shp,"<strong>UNOSAT code: TC20201118SLV</strong> This map illustrates satellite-detected surface waters (cumulative) in El Salvador as detected by VIIRS-NOAA satellite between 13th &amp; 17th November 2020. Within the analyzed area of about 20,000 km2, a total of about 440 km2 of lands appear to be flooded. Based on HRSL population data and the detected…"
bd34aaf5-e3b2-4ed8-bc92-613ed0a3c54b,Chad - Population Density,WorldPop,"WorldPop, University of Southampton, UK",Other,baseline population;geodata,geotiff,"<b>WorldPop produces different types of gridded population count datasets, depending on the methods used and end application. Please make sure you have read our <a href=""https://www.worldpop.org/methods/populations"">Mapping Populations</a> overview page before choosing and downloading a dataset.</b> Datasets are available to download in Geotiff and…"
b6f8479e-d386-4133-9602-4e6fbdf93cfe,"Uganda - Post-Distribution Monitoring of Non-Food Items - Soap, 2020",UNHCR - The UN Refugee Agency,UNHCR,Other,health;needs assessment;water sanitation and hygiene-wash,pdf;web app,"UNHCR uses Post Distribution Monitoring (PDM) as a mechanism to collect refugees' feedback on the quality, sufficiency, utilization and effectiveness of the assistance items they receive. The underlying principle behind the process is linked to accountability, as well as a commitment to improve the quality and relevance of support provided, and rel…"
21f640cc-3eb3-4400-97cc-1b8ba9ec089c,"Nepal: CFP Protection, Reconstruction and Food Security and Livelihood 2018 surveys",Inter Agency Common Feedback Project Nepal  (inactive),Inter Agency Common Feedback Project Nepal (CFP),Creative Commons Attribution International (CC BY),earthquake-tsunami;hxl,csv,This data is the collection of perception of people affected by earthquake in Nepal. The data is collected in 14 district of Nepal which has more than sixty percent of damage level by earthquake in 2015. The total of 2100 people are surveyed in various VDC of the district.
11eb7081-cffa-44ef-9cf8-31ca0a547828,"Algeria - Demographic, Health, Education and Transport indicators","United Nations Human Settlements Programmes, Data and Analytics Section",UNHABITAT,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),baseline population;education;health;hxl;indicators;transportation,csv,"The urban indicators data available here are analyzed, compiled and published by UN-Habitat’s Global Urban Observatory which supports governments, local authorities and civil society organizations to develop urban indicators, data and statistics. Urban statistics are collected through household surveys and censuses conducted by national statistics …"
289d6875-57f8-46f9-9506-25a5bcf5534d,Afghanistan - Current IATI Aid Activities,International Aid Transparency Initiative,Various IATI reporting organisations,Other,funding;hxl;who is doing what and where-3w-4w-5w,csv,"List of active aid activities shared via the International Aid Transparency Initiative (IATI). Includes both humanitarian and development activities. More information on each activity (including financial data) is available from <a href=""http://www.d-portal.org"">http://www.d-portal.org</a>"
389e4855-da34-4498-986b-82298f1aec60,Vanuatu: Earthquake - 6.5M - Aug 2023,WFP Advanced Disaster Analysis & Mapping,WFP ADAM,Creative Commons Attribution Share-Alike (CC BY-SA),affected population;earthquake-tsunami,csv,<strong>ADAM ID: eq_us7000knq0</strong> Magnitude 6.5 earthquake at 192.955 depth occurred on Aug 16 2023 in 33km W of Vétuboso. It impacted 3825 people. The epicentre was at latitude -13.8814 longitude 167.1582.
e90e7fd6-b0b8-4698-8350-cef4b2d09be8,Semester 1 VAS Coverage (January to June),UNICEF Data and Analytics (HQ),"The indicator data draw on inter-agency estimates and nationally representative household surveys such as Multiple Indicator Cluster Surveys (MICS) and Demographic and Health Surveys (DHS). In addition, data from administrative sources and other United Nations organizations have been used. More detailed information on the data sources is provided at https://data.unicef.org/.",CC BY 3.0 IGO,children;indicators;nutrition,csv;xml,Percentage of children 6–59 months of age who received an age appropriate dose of vitamin A in semester 1 through the main distribution mechanism
3b3723db-7a28-45c9-9c1a-df9258f7fe47,Barbados - Private Sector,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),economics;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-barbados"">consolidated country dataset</a> on HDX. Private markets drive economic growth, tapping initiative and investment to create productive jobs and raise incomes…"
fc9e5f9c-62aa-47b8-a242-6e6a13ccc7fb,Mozambique Current Situation FEWS NET Acute Food Insecurity Classifications Geographic Data for 2012,FEWS NET,FEWS NET,Creative Commons Attribution International (CC BY),food security;integrated food security phase classification-ipc,geojson;kml,The FEWS NET Data Warehouse is <strong>currently unavailable</strong>. Datasets on HDX that refer to the Data Warehouse have been archived. Mozambique Current Situation FEWS NET Acute Food Insecurity Classifications Geographic data for 2012
9bfe94e7-82fe-4fdd-b955-d3c26b10df8e,Iraq - Spatial Distribution of Population (2015-2030),WorldPop,Multiple sources,Other,baseline population;geodata,geotiff,"Estimates, total number of people per grid-cell. The dataset is available to download in Geotiff format at a resolution of 3 arc (approximately 100m at the equator). The projection is Geographic Coordinate System, WGS84. The units are number of people per pixel. The mapping approach is Random Forest-based dasymetric redistribution. More information…"
dda4ed1f-2bb3-4c1c-b0b0-4e57399fe006,Togo - Age and gender structures,WorldPop,"WorldPop, University of Southampton, UK",Other,baseline population;demographics;geodata,geotiff,"<b>WorldPop produces different types of gridded population count datasets, depending on the methods used and end application. Please make sure you have read our <a href=""/methods/populations"">Mapping Populations</a> overview page before choosing and downloading a dataset.</b> A description of the modelling methods used for age and gender structures…"
17fb216b-6a19-4ba2-8e46-52fe73ae89a0,Chile: Cases of crimes by public raw in Santiago de Chile,Hub Latin America,"Instituto Milenio Fundamentos de los Datos – IMFD and U.S Department of State Contributor	Hub Latin America Date of Dataset	January 01, 2018-December 31, 2020 Updated	12 October 2021 Expected Update Frequency	Every year Location	 Chile Visibility	 Public - make it private License	Creative Commons Attribution Share-Alike Methodology	Registry Caveats / Comments	 Created by Crime Studies and Analysis Center  Tags	CRIME File Format	 SHP",Creative Commons Attribution Share-Alike (CC BY-SA),conflict-violence,shp,This data is about public raw crimes (2018-2020) recopiled by CEAD-SPD
8e044770-d6b2-4938-8ca6-a115b8ed771d,Tunisia: WOF Administrative Subdivisions and Human Settlements,Who's On First,Multiple sources,Creative Commons Attribution International (CC BY),administrative boundaries-divisions;geodata;populated places-settlements;population,shp,"This dataset contains administrative polygons grouped by country (admin-0) with the following subdivisions according to Who's On First placetypes: - macroregion (admin-1 including region) - region (admin-2 including state, province, department, governorate) - macrocounty (admin-3 including arrondissement) - county (admin-4 including prefecture, sub…"
8cd951b7-d03d-4bda-854a-866ed1e09f2d,Indonesia - Trade,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),hxl;indicators;trade,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-indonesia"">consolidated country dataset</a> on HDX. Trade is a key means to fight poverty and achieve the Millennium Development Goals, specifically by improving devel…"
dd777ef0-6b3f-4ebd-a388-a67973d3b8e1,Italy: Copernicus Vegetation Index Anomaly (FAPAR Anomaly),Copernicus,"European Commission, Joint Research Centre (JRC)",Creative Commons Attribution International (CC BY),drought;environment,geotiff,Fraction of Absorbed Photosynthetically Active Radiation (FAPAR) is a biophysical dimensionless quantity (its values range from 0/no absorption to 1/total absorption) used to assess the greenness and health of vegetation. FAPAR anomalies can be used as an indicator to detect and monitor the impacts of agricultural drought on the growth and producti…
ad3f20cc-0c8d-4547-8961-e677a492fb28,Regional Nutrition dashboard,UNICEF Eastern and Southern Africa Regional Office (ESARO) (inactive),UNICEF ESARO,Creative Commons Attribution International (CC BY),nutrition;severe acute malnutrition-sam,pdf;xls,The data is about the nutrition situation of the Eastern and Southern African countries.
c48d1bc8-bb34-4a09-9688-10fcabcdd54a,Central African Republic - Births,WorldPop,"WorldPop, University of Southampton, UK",Other,births;geodata,geotiff,"The health and survival of women and their new-born babies in low income countries is a key public health priority, but basic and consistent subnational data on the number of live births to support decision making has been lacking. WorldPop integrates small area data on the distribution of women of childbearing age and age-specific fertility rates …"
5d2a2805-e62d-4021-8b73-8d2901b68a36,Netherlands - Millenium development goals,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),hxl;indicators;sustainable development goals-sdg,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-netherlands"">consolidated country dataset</a> on HDX."
cd92bfe7-c06b-415f-9a1f-a3e020ae0787,GAR15 Global Exposure Dataset for Niger,United Nations Office for Disaster Risk Reduction (UNDRR),UNISDR,Other,disaster risk reduction-drr;geodata;hazards and risk,shp,"The GAR15 global exposure database is based on a top-down approach where statistical information including socio-economic, building type, and capital stock at a national level are transposed onto the grids of 5x5 or 1x1 using geographic distribution of population data and gross domestic product (GDP) as proxies."
0496eaea-a330-4a21-814d-89f428acccc0,New Zealand - Trade,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),hxl;indicators;trade,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-new-zealand"">consolidated country dataset</a> on HDX. Trade is a key means to fight poverty and achieve the Millennium Development Goals, specifically by improving dev…"
fc92f248-5f79-4e5f-bc12-228f54605a2a,Angola - Climate Change,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),climate-weather;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-angola"">consolidated country dataset</a> on HDX. Climate change is expected to hit developing countries the hardest. Its effects—higher temperatures, changes in precip…"
2aa4e507-d6fb-402a-92d6-37b93a573c2a,"Ethiopia - Baseline-Endline Panel Survey of Refugee Cooperative Members in UNHCR Sub-office Operational Area of Melkadida, Ethiopia, 2023",UNHCR - The UN Refugee Agency,UNHCR,Other,agriculture-livestock;environment;food security;livelihoods;survey,pdf;web app,"This panel survey data covers two waves of interviews (baseline in 2020 and endline in 2023) with refugee participants in livelihoods cooperatives in Ethiopia's Somali Region. The cooperatives focused on crop agriculture, meat-selling, solar energy, and prosopis/briquettes. The surveys gathered demographic, socioeconomic, and health data on the ind…"
fd0d373e-88ba-4992-ad56-2f128a09ac89,Nigeria - Social Development,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),development;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-nigeria"">consolidated country dataset</a> on HDX. Data here cover child labor, gender issues, refugees, and asylum seekers. Children in many countries work long hours,…"
c78ae5db-31da-4353-86d4-d1ff9fa11120,Montenegro - Social Development,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),development;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-montenegro"">consolidated country dataset</a> on HDX. Data here cover child labor, gender issues, refugees, and asylum seekers. Children in many countries work long hou…"
63148f32-4505-433d-b8ea-1fd8088b4bdf,Burundi - Subnational Administrative Boundaries,OCHA Field Information Services Section (FISS),IGEBU and OCHA Burundi,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),administrative boundaries-divisions;gazetteer;geodata,geodatabase;geojson;shp;xlsx,Burundi administrative level 0-2 boundaries (COD-AB) dataset version 01. This dataset is structured into 2 levels: - Admin 1: 18 Province - Admin 2: 119 Commune Dates associated with this dataset: - 23 December 2024: dataset reviewed for accuracy and completeness - 03 November 2017: valid for use by the humanitarian community - 26 March 2015: last …
ee3543b0-b8f8-474b-a6f6-11b6b6817999,Sudan - Settlements,OCHA Sudan,IMWG,Other,geodata;populated places-settlements,shp,Sudan Settlements - for 18 states
7e13f39f-0fab-4a14-9620-dd036500d7e6,"Gambia, The - Economic, Social, Environmental, Health, Education, Development and Energy",World Bank Group,World Bank,Creative Commons Attribution International (CC BY),agriculture-livestock;aid effectiveness;climate-weather;development;economics;education;energy;environment;facilities-infrastructure;gender;health;hxl;indicators;poverty;socioeconomics;sustainable development goals-sdg;trade,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a> covering the following topics which also exist as individual datasets on HDX: <a href=""https://data.humdata.org/dataset/world-bank-agriculture-and-rural-development-indicators-for-gambia-the"">Agriculture and Rural Development</a>, <a href=""https://data.humdata.…"
296250bb-413a-45c5-bd26-13d4451df875,"Türkiye: Employment rate, Labour Force Participation and  Unemployment statistics",UN in Türkiye,TurkStat,Creative Commons Attribution International (CC BY),employment,csv,Employment Rate (%) Labour Force Participation Rate (%) Unemployment Rate (%)
6cbcaee3-1790-4bbc-840d-1c6f2c4e00f6,Montenegro - Financial Sector,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),economics;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-montenegro"">consolidated country dataset</a> on HDX. An economy's financial markets are critical to its overall development. Banking systems and stock markets enhance …"
a0e34f02-6d1d-4160-9e0a-f93a19a1f2e8,ECMWF SEAS5 Seasonal Forecasts - Anomalous Precipitation,HDX,Copernicus Climate Data Store,Creative Commons Attribution International (CC BY),climate-weather;environment;forecasting,csv;geotiff,"This data can be used to identify how forecasted precipitation may differ from the long term average, for a given location and time of the year. These anomalies are calculated by the European Centre for Medium-Range Weather Forecasts (ECMWF) and are based on their SEAS5 seasonal precipitation forecast. SEAS5 is an ensemble forecast, meaning that th…"
3ac070bd-66f0-4c61-8fe6-5222babedd33,Suriname - Environment,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),environment;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-suriname"">consolidated country dataset</a> on HDX. Natural and man-made environmental resources – fresh water, clean air, forests, grasslands, marine resources, and ag…"
a7d661eb-eb4c-4509-b105-d168e4809af0,Nigeria Walking Travel Time to nearest Level IV health centre,Data for Children Collaborative,Data for Children Collaborative,Creative Commons Attribution International (CC BY),africa;geodata;health facilities;transportation,geotiff,A 100 m spatial resolution geotiff of walking travel time in seconds to nearest health facility in Nigeria. The data was generated using the Child Poverty and Access to Services (CPAS) software (10.5281/zenodo.4638563) and was created as part of the CPAS project within the Data for Children Collaborative. The travel time is calculated assuming walk…
012fda67-d322-4450-bb0f-cfd6b1286c74,Colombia - PiN General y Severidad Intersectorial 2024,3iS,3iSolution,Public Domain / No restrictions (CC0),people in need-pin,pdf;xlsx,"Para el año 2024 la estimación de las Personas en Necesidad (PiN) General y las Severidades intersectoriales para Colombia, se desarrolló siguiendo la metodología global JIAF 2.0 (Joint Intersectoral Analysis Framework, por sus siglas en inglés). Esto se relaciona con el análisis del documento del Plan de Respuesta a Prioridades Comunitarias – PRPC…"
61c098f7-4fb5-44fc-a1de-d4bd031003de,Children with one or more (cumulative) severe deprivations,UNICEF Data and Analytics (HQ),"The indicator data draw on inter-agency estimates and nationally representative household surveys such as Multiple Indicator Cluster Surveys (MICS) and Demographic and Health Surveys (DHS). In addition, data from administrative sources and other United Nations organizations have been used. More detailed information on the data sources is provided at https://data.unicef.org/.",CC BY 3.0 IGO,children;covid-19;indicators,csv;xml,Children experiencing one or more severe deprivation (internationally comparable indicators and thresholds)
b9c57da7-1a97-4657-a3a0-a5e15f15a23d,Kenya - Beneficiaries Of The Cash Transfer Program From  NCPD,Kenya Open Data Initiative (inactive),National Council For Persons With Disabilities,Creative Commons Attribution International (CC BY),cash voucher assistance-cva;disability;population,csv,This data indicates the total number of beneficiaries Of The Cash Transfer Program By National Council For Persons With Disabilities per constituency.
422f8f29-2953-4a08-8f5f-f344f5eedcca,Aruba - Social Development,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),development;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-aruba"">consolidated country dataset</a> on HDX. Data here cover child labor, gender issues, refugees, and asylum seekers. Children in many countries work long hours, o…"
bc775742-d5a3-4aba-b361-9247c90f4a00,Satellite detected water extents between 18 and 22 January 2025 over South Sudan,United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),flooding;geodata,geodatabase;shp;xlsx,"<strong>UNOSAT code: FL20250110SSD</strong> This map illustrates cumulative satellite-detected water using VIIRS in South Sudan between 18 to 22 January 2025 compared with the period from 04 to 08 January 2025 . Within the cloud free analysed areas of about 630,000 km², a total of about 42,000 km² of lands appear to be affected with flood waters. W…"
2768bdfd-6486-4963-8e3d-e63149478eb4,Rwanda - Subnational Administrative Boundaries,OCHA Regional Office for Southern and Eastern Africa (ROSEA),National Institute of Statistics of Rwanda (NISR).,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),administrative boundaries-divisions;gazetteer;geodata,emf;shp;xlsx,Rwanda administrative level 0-4 boundaries (COD-AB) dataset. The date that these administrative boundaries were established is unknown. NOTE: COD-AB extends to ADM4. COD-PS extends to ADM3. This COD-AB has NOT been reviewed for accuracy and necessary changes in the last 12 months. Sourced from National Institute of Statistics of Rwanda (NISR). Vett…
e83d65d6-11fa-4488-b351-3b9186302c5b,Dominica: IBTrACS Storm Tracks,HDX,National Oceanic and Atmospheric Administration (NOAA) / National Centers for Environmental Information (NCEI),Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),cyclones-hurricanes-typhoons;hxl,csv;geojson,"The International Best Track Archive for Climate Stewardship (IBTrACS) project is the most complete global collection of tropical cyclones available. It merges recent and historical tropical cyclone data from multiple agencies to create a unified, publicly available, best-track dataset that improves inter-agency comparisons. Fields available: SID: …"
6ea0599b-a659-4ba5-9ff7-1062bfd266d0,Réunion: Cyclone - Category 2 - Jan 2024,WFP Advanced Disaster Analysis & Mapping,WFP ADAM,Creative Commons Attribution Share-Alike (CC BY-SA),affected population;cyclones-hurricanes-typhoons;geodata,csv;shp,"<strong>ADAM ID: 1001041_8</strong> Cyclone (category 2) during the period Jan 12 2024-Jan 15 2024 in Miscellaneous (French) Indian Ocean Islands, Madagascar. It impacted 871751 people."
ed78eb75-1960-4579-9233-edde1611a2b7,Moldova - Conflict Events,Armed Conflict Location & Event Data Project (ACLED),Armed Conflict Location & Event Data Project (ACLED),Other,conflict-violence,xlsx,"A weekly dataset providing the total number of reported political violence, civilian-targeting, and demonstration events in Moldova. Note: These are aggregated data files organized by country-year and country-month. To access full event data, please <a href=""https://acleddata.com/register/"">register</a> to use the <a href=""https://acleddata.com/dat…"
e21ea8c4-8c11-4d31-82be-e172da9c4d0a,Sint Maarten (Dutch part): Daily Port Activity Data and Shipment Estimates,PortWatch,UN Global Platform; IMF PortWatch,Other,ports;trade,csv,"Daily count of port calls, estimates of incoming shipment volumes and outgoing shipment volumes (in metric tons) for ports in Sint Maarten (Dutch part)."
49d473f0-627d-4de8-9fdf-ecaa3219199e,"Gambia, The - Gender",World Bank Group,World Bank,Creative Commons Attribution International (CC BY),gender;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-gambia-the"">consolidated country dataset</a> on HDX. Gender equality is a core development objective in its own right. It is also smart development policy and sound bu…"
8a27ab7a-2315-4873-a1db-325c9967b1f8,Gabon - Gender,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),gender;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-gabon"">consolidated country dataset</a> on HDX. Gender equality is a core development objective in its own right. It is also smart development policy and sound busines…"
3bb36ff4-5464-484d-924b-713248e88e12,Zimbabwe - Public Sector,World Bank Group,World Bank,Creative Commons Attribution International (CC BY),economics;hxl;indicators,csv,"Contains data from the World Bank's <a href=""http://data.worldbank.org/"">data portal</a>. There is also a <a href=""https://data.humdata.org/dataset/world-bank-combined-indicators-for-zimbabwe"">consolidated country dataset</a> on HDX. Effective governments improve people's standard of living by ensuring access to essential services – health, educati…"
c858bfcc-02bb-413c-a651-d0d54eb4c427,Marocco-healthsites,Global Healthsites Mapping Project,Global Healthsites Mapping Project,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),geodata;health;health facilities,csv;geojson;shp,"This dataset shows the list of operating health facilities. Attributes included: Name,Nature of Facility, Activities, Lat, Long"
c521fd4d-94c9-4e28-afa0-899be0b1b14c,Senegal - IFRC Appeals,International Federation of Red Cross and Red Crescent Societies (IFRC),IFRC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),funding;hxl,csv,"The International Federation of Red Cross and Red Crescent Societies (IFRC) is the world’s largest humanitarian network. Our secretariat supports local Red Cross and Red Crescent action in more than 192 countries, bringing together almost 15 million volunteers for the good of humanity. We launch Emergency Appeals for big and complex disasters affec…"
