has_hazard,has_exposure,has_vulnerability,has_loss,hevl_block_count,declared_component_count,exposure_items,exposure_categories,exposure_has_metrics,vuln_has_functions,vuln_socio_count,filename,hazard_event_sets,hazard_analysis_type,hazard_hazards_count,hazard_events_count,hazard_has_return_periods,loss_items,loss_hazard_types
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-dmafao_dominicaprices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-dmafao_dominicasecuritynutrition.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-dmaundp_dominicaindicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-dmaunesco_dominicaeducationindicato.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-dmawho_dominicaindicators.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-dmawho_dominicaindicators_2b510afe.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,1.0,rdls_ev-dmaworldbank_dominicaclimatechange.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|population,True,False,1.0,rdls_ev-dmaworldbank_dominicaeducation.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|population,True,False,1.0,rdls_ev-dmaworldbank_dominicagender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,1.0,rdls_ev-dmaworldbank_dominicasocialprotectionl.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-dnkfao_denmarkprices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-dnkfao_denmarksecuritynutritioni.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-dnkundp_denmarkindicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-dnkunesco_denmarkeducationindicator.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-dnkwho_denmarkindicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-dnkwho_denmarkindicators_fd0e4765.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,2.0,rdls_ev-dnkworldbank_denmarkclimatechange.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-dnkworldbank_denmarkeducation.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-dnkworldbank_denmarkgender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,2.0,rdls_ev-dnkworldbank_denmarkpoverty.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-domfao_republicprices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-domfao_republicsecuritynutrition.json,,,,,,,
False,True,True,False,2,2,4.0,population|agriculture|development_index|infrastructure,True,False,2.0,rdls_ev-domhdxapi_hdxhapirepublic.json,,,,,,,
False,True,True,False,2,2,1.0,agriculture,True,False,1.0,rdls_ev-dominteraction_republicworkmembers.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|development_index,True,False,2.0,rdls_ev-domophi_republicmultidimensionali.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-domundp_republicindicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-domunesco_republiceducationindicato.json,,,,,,,
False,True,True,False,2,2,1.0,population,True,False,2.0,rdls_ev-domunhcr_republichighfrequencysurv.json,,,,,,,
False,True,True,False,2,2,1.0,population,True,False,2.0,rdls_ev-domunhcr_republichighfrequencysurv_41d08b93.json,,,,,,,
False,True,True,False,2,2,1.0,population,True,False,2.0,rdls_ev-domunhcr_republichighfrequencysurv_53ac2303.json,,,,,,,
False,True,True,False,2,2,1.0,population,True,False,2.0,rdls_ev-domunhcr_republichighfrequencysurv_ad59e11e.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-domwho_republicindicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-domwho_republicindicators_484d0d6a.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,3.0,rdls_ev-domworldbank_republicclimatechange.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-domworldbank_republiceducation.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,2.0,rdls_ev-domworldbank_republicgender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,2.0,rdls_ev-domworldbank_republicpoverty.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|agriculture|economic_indicator|development_index,True,False,1.0,rdls_ev-domworldbank_republicsocialprotectionl.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|natural_environment,True,False,1.0,rdls_ev-dzad4cc_motorisedtraveltimesecond.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|natural_environment,True,False,1.0,rdls_ev-dzad4cc_walkingtraveltimenearestl.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-dzafao_prices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-dzafao_securitynutritionindicato.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|population|development_index,True,False,2.0,rdls_ev-dzahdxapi_hdxhapi.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|development_index,True,False,2.0,rdls_ev-dzaophi_multidimensionalindex.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-dzaundp_indicators.json,,,,,,,
False,True,True,False,2,2,2.0,population|agriculture,True,False,1.0,rdls_ev-dzauneca_agriculturalfoodproductio.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-dzaunesco_educationindicators.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-dzawho_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-dzawho_indicators_e75ec1da.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,3.0,rdls_ev-dzaworldbank_climatechange.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-dzaworldbank_education.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,2.0,rdls_ev-dzaworldbank_gender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,1.0,rdls_ev-dzaworldbank_poverty.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-ecufao_prices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-ecufao_securitynutritionindicato.json,,,,,,,
False,True,True,False,2,2,4.0,population|agriculture|development_index|infrastructure,True,False,3.0,rdls_ev-ecuhdxapi_hdxhapi.json,,,,,,,
False,True,True,False,2,2,1.0,development_index,True,False,1.0,rdls_ev-ecuhublatam_educationproblemssantacru.json,,,,,,,
False,True,True,False,2,2,1.0,agriculture,True,False,1.0,rdls_ev-ecuinteraction_workmembers.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|development_index,True,False,2.0,rdls_ev-ecuophi_multidimensionalindex.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-ecuundp_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-ecuunesco_educationindicators.json,,,,,,,
False,True,True,False,2,2,1.0,population,True,False,2.0,rdls_ev-ecuunhcr_highfrequencysurvey2021.json,,,,,,,
False,True,True,False,2,2,1.0,population,True,False,2.0,rdls_ev-ecuunhcr_highfrequencysurveyq1q220.json,,,,,,,
False,True,True,False,2,2,1.0,population,True,False,2.0,rdls_ev-ecuunhcr_highfrequencysurveyq32021.json,,,,,,,
False,True,True,False,2,2,1.0,population,True,False,2.0,rdls_ev-ecuunhcr_highfrequencysurveyq42020.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-ecuwho_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-ecuwho_indicators_c9ae2f59.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,3.0,rdls_ev-ecuworldbank_climatechange.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-ecuworldbank_education.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,2.0,rdls_ev-ecuworldbank_gender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,2.0,rdls_ev-ecuworldbank_poverty.json,,,,,,,
False,True,True,False,2,2,4.0,population|agriculture|economic_indicator|development_index,True,False,1.0,rdls_ev-ecuworldbank_socialprotectionlabor.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|natural_environment,True,False,1.0,rdls_ev-egyd4cc_motorisedtraveltimesecond.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|natural_environment,True,False,1.0,rdls_ev-egyd4cc_walkingtraveltimenearestl.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-egyfao_prices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-egyfao_securitynutritionindicato.json,,,,,,,
False,True,True,False,2,2,4.0,population|agriculture|development_index|infrastructure,True,False,2.0,rdls_ev-egyhdxapi_hdxhapi.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|development_index,True,False,2.0,rdls_ev-egyophi_multidimensionalindex.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-egyundp_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-egyunesco_educationindicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-egywho_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-egywho_indicators_fea0c777.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,3.0,rdls_ev-egyworldbank_arabrepclimatechange.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-egyworldbank_arabrepeducation.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,2.0,rdls_ev-egyworldbank_arabrepgender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,1.0,rdls_ev-egyworldbank_arabreppoverty.json,,,,,,,
False,True,True,False,2,2,4.0,population|agriculture|economic_indicator|development_index,True,False,1.0,rdls_ev-egyworldbank_arabrepsocialprotectionla.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|natural_environment,True,False,1.0,rdls_ev-erid4cc_motorisedtraveltimesecond.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|natural_environment,True,False,1.0,rdls_ev-erid4cc_walkingtraveltimenearestl.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|economic_indicator,True,False,1.0,rdls_ev-erifao_prices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-erifao_securitynutritionindicato.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-eriundp_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-eriunesco_educationindicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-eriwho_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-eriwho_indicators_b9547250.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,2.0,rdls_ev-eriworldbank_climatechange.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-eriworldbank_education.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,2.0,rdls_ev-eriworldbank_gender.json,,,,,,,
False,True,True,False,2,2,1.0,population,True,False,1.0,rdls_ev-eriworldbank_poverty.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-eshunesco_westernsaharaeducationind.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-espfao_prices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-espfao_securitynutritionindicato.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-espundp_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-espunesco_educationindicators.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-espwho_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-espwho_indicators_9e3b4742.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,2.0,rdls_ev-espworldbank_climatechange.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-espworldbank_education.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-espworldbank_gender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,2.0,rdls_ev-espworldbank_poverty.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-estfao_estoniaprices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-estfao_estoniasecuritynutritioni.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-estundp_estoniaindicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-estunesco_estoniaeducationindicator.json,,,,,,,
False,True,True,False,2,2,1.0,agriculture,True,False,1.0,rdls_ev-estunhcr_estoniamultisectorneedsas.json,,,,,,,
False,True,True,False,2,2,1.0,agriculture,True,False,2.0,rdls_ev-estunhcr_estoniasocioeconomicinsig.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-estwho_estoniaindicators.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-estwho_estoniaindicators_c2dfe3f7.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,3.0,rdls_ev-estworldbank_estoniaclimatechange.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-estworldbank_estoniaeducation.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,2.0,rdls_ev-estworldbank_estoniagender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,2.0,rdls_ev-estworldbank_estoniapoverty.json,,,,,,,
False,True,True,False,2,2,1.0,population,True,False,1.0,rdls_ev-eth3is_150hotspotworedas.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|natural_environment,True,False,1.0,rdls_ev-ethd4cc_motorisedtraveltimesecond.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|natural_environment,True,False,1.0,rdls_ev-ethd4cc_walkingtraveltimenearestl.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-ethfao_prices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-ethfao_securitynutritionindicato.json,,,,,,,
False,True,True,False,2,2,4.0,population|agriculture|development_index|infrastructure,True,False,3.0,rdls_ev-ethhdxapi_hdxhapi.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|natural_environment,True,False,1.0,rdls_ev-ethicpac_monthlygrowingareas.json,,,,,,,
False,True,True,False,2,2,1.0,agriculture,True,False,1.0,rdls_ev-ethkenrwatzaugaasareca_resakss_easternafricafoodpricesda.json,,,,,,,
False,True,True,False,2,2,1.0,agriculture,True,False,2.0,rdls_ev-ethochaeth_hotspotworedas.json,,,,,,,
False,True,True,False,2,2,2.0,population|agriculture,True,False,2.0,rdls_ev-ethochaeth_hotspotworedas_7cc9a5cc.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|development_index,True,False,2.0,rdls_ev-ethophi_multidimensionalindex.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-ethundp_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-ethunesco_educationindicators.json,,,,,,,
False,True,True,False,2,2,2.0,population|agriculture,True,False,2.0,rdls_ev-ethunhcr_baselineendlinepanelsurve.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|agriculture,True,False,1.0,rdls_ev-ethunhcr_energymonitoringframework.json,,,,,,,
False,True,True,False,2,2,1.0,infrastructure,True,False,2.0,rdls_ev-ethunhcr_standardisedexpandednutri.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,2.0,rdls_ev-ethunhcr_standardizedexpandednutri.json,,,,,,,
False,True,True,False,2,2,1.0,infrastructure,True,False,3.0,rdls_ev-ethunhcr_standardizedexpandednutri_7b1fc2f4.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-ethwho_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-ethwho_indicators_9050dcab.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,3.0,rdls_ev-ethworldbank_climatechange.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-ethworldbank_education.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,2.0,rdls_ev-ethworldbank_gender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,1.0,rdls_ev-ethworldbank_poverty.json,,,,,,,
False,True,True,False,2,2,4.0,population|agriculture|economic_indicator|development_index,True,False,1.0,rdls_ev-ethworldbank_socialprotectionlabor.json,,,,,,,
False,True,True,False,2,2,2.0,population|agriculture,True,False,1.0,rdls_ev-fao_dataemergenciesmonitoring.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-finfao_finlandprices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-finfao_finlandsecuritynutritioni.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-finundp_finlandindicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-finunesco_finlandeducationindicator.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-finwho_finlandindicators.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-finwho_finlandindicators_1bc0ce7c.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,2.0,rdls_ev-finworldbank_finlandclimatechange.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-finworldbank_finlandeducation.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-finworldbank_finlandgender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,2.0,rdls_ev-finworldbank_finlandpoverty.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-fjifao_prices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-fjifao_securitynutritionindicato.json,,,,,,,
False,True,True,False,2,2,4.0,population|agriculture|development_index|infrastructure,True,False,3.0,rdls_ev-fjihdxapi_hdxhapi.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|population,True,False,1.0,rdls_ev-fjiochapacific_populationdata.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|development_index,True,False,2.0,rdls_ev-fjiophi_multidimensionalindex.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-fjiundp_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-fjiunesco_educationindicators.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-fjiwho_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-fjiwho_indicators_779a8f29.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,3.0,rdls_ev-fjiworldbank_climatechange.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|population,True,False,1.0,rdls_ev-fjiworldbank_education.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,2.0,rdls_ev-fjiworldbank_gender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,1.0,rdls_ev-fjiworldbank_poverty.json,,,,,,,
False,True,True,False,2,2,4.0,population|agriculture|economic_indicator|development_index,True,False,1.0,rdls_ev-fjiworldbank_socialprotectionlabor.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-flkunesco_falklandislandsmalvinased.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|population,True,False,1.0,rdls_ev-flkwho_falklandislandsmalvinasin.json,,,,,,,
False,True,True,False,2,2,1.0,agriculture,True,False,1.0,rdls_ev-food_security_a_datacadreharmonisechinteg.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-frafao_prices.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-frafao_securitynutritionindicato.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-fraundp_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-fraunesco_educationindicators.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-frawho_indicators.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-frawho_indicators_9117cd23.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,2.0,rdls_ev-fraworldbank_climatechange.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-fraworldbank_education.json,,,,,,,
False,True,True,False,2,2,3.0,infrastructure|population|agriculture,True,False,1.0,rdls_ev-fraworldbank_gender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,2.0,rdls_ev-fraworldbank_poverty.json,,,,,,,
False,True,True,False,2,2,1.0,agriculture,True,False,1.0,rdls_ev-frofao_faroeislandsprices.json,,,,,,,
False,True,True,False,2,2,2.0,population|economic_indicator,True,False,2.0,rdls_ev-frounesco_faroeislandseducationindi.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,1.0,rdls_ev-frowho_faroeislandsindicators.json,,,,,,,
False,True,True,False,2,2,1.0,agriculture,True,False,2.0,rdls_ev-fsin_globalreportcrises2025.json,,,,,,,
False,True,True,False,2,2,1.0,agriculture,True,False,3.0,rdls_ev-fsin_igadregionalfocus2024glob.json,,,,,,,
False,True,True,False,2,2,3.0,agriculture|economic_indicator|population,True,False,1.0,rdls_ev-fsmfao_micronesiafederatedstates.json,,,,,,,
False,True,True,False,2,2,2.0,agriculture|buildings,True,False,1.0,rdls_ev-fsmfao_micronesiafederatedstates_90ae25eb.json,,,,,,,
False,True,True,False,2,2,3.0,population|economic_indicator|development_index,True,False,3.0,rdls_ev-fsmundp_micronesiafederatedstates.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|natural_environment|economic_indicator|agriculture,True,False,3.0,rdls_ev-fsmunesco_micronesiafederatedstates.json,,,,,,,
False,True,True,False,2,2,5.0,infrastructure|population|buildings|economic_indicator|development_index,True,False,2.0,rdls_ev-fsmwho_micronesiafederatedstates.json,,,,,,,
False,True,True,False,2,2,5.0,population|buildings|infrastructure|economic_indicator|development_index,True,False,2.0,rdls_ev-fsmwho_micronesiafederatedstates_95fd0c3c.json,,,,,,,
False,True,True,False,2,2,4.0,infrastructure|population|agriculture|natural_environment,True,False,2.0,rdls_ev-fsmworldbank_micronesiafedstsclimatech.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|population,True,False,1.0,rdls_ev-fsmworldbank_micronesiafedstseducation.json,,,,,,,
False,True,True,False,2,2,2.0,infrastructure|population,True,False,1.0,rdls_ev-fsmworldbank_micronesiafedstsgender.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,1.0,rdls_ev-fsmworldbank_micronesiafedstspoverty.json,,,,,,,
False,True,True,False,2,2,2.0,population|development_index,True,False,1.0,rdls_ev-fsmworldbank_micronesiafedstssocialpro.json,,,,,,,
