id,title,organization,hazard_types,exposure_categories,analysis_types,return_periods,signal_strength,hevl_combo
ac2c784e-6ac7-4bdf-9461-f426d2318339,"Pakistan: Integrated Context Analysis (ICA), 2017",WFP - World Food Programme,flood|earthquake|landslide|drought,population|agriculture|development_index,deterministic|empirical,,18,HEV-
aca52b0f-112d-47cb-9dba-b0365fc212c4,Nigeria - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
ace09fdf-a91c-4d09-bc3a-1bc7f584f379,Tunisia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
aeacda8d-5978-427b-8adb-0250f08f879c,Marshall Islands - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
b040ad0e-3349-48b9-83ba-6dba13f8268c,Pakistan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
b0b701e4-85d4-4712-8b0d-796247c22fea,Czechia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
b4b957c5-46d2-47dd-911b-00f9d003e94c,Mali - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
b4c37112-468d-41ae-9f5c-53d346ac76e7,Angola - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
b537d3fd-931d-4b7c-84c2-f2104f1c94d3,Syrian Arab Republic - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
b6fd035a-5fbc-4d21-9a5b-38edf1015adf,Iran (Islamic Republic of) - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
b9547250-b4ec-4672-be38-d5f0d61b3a4d,Eritrea - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
ba00ca09-7136-4c1d-af08-fa2bdc0844c0,Guyana - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
bbec24a8-a1e9-466d-9baf-de9106f4c7b3,Bahrain - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
bcfc1f5d-466e-4eab-867c-0036ba51c4c4,Seychelles - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
c0c14a82-8367-4f76-8608-dda4b568288b,Ghana - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
c17a1de1-fec6-4f09-aa99-92a37b2d9b4f,North Macedonia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
c27187b7-4eff-4145-bb14-9a7f963f1167,Tokelau - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E--
c2dfe3f7-3029-4d15-95b9-ed136bcf92a6,Estonia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
c3437f85-ce91-464f-8020-ffa46e7d1386,Guinea - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
ca5fd65e-670e-4ba8-afc0-34f031856cf2,San Marino - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
cb51d1ab-027d-4488-8ed0-65f9341bf852,United Arab Emirates - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
cc46c2ba-5791-402d-ab31-445e5a2456cf,Lithuania - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
cc8ed539-ea56-4ef8-bdee-3c647260ec17,Hungary - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
cdcb834a-4888-4b6e-a03c-d2ccf819d103,Philippines - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
cdd8d785-44e3-4779-8fea-34129c8490f5,Saint Vincent and the Grenadines - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
cde20733-8f74-438d-8726-73ff1643ea11,Uganda - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
ce93d7f4-58ff-4ad8-b164-8e4e7e3f4bd4,Oman - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
d07a7ce7-2717-4bef-a4fb-924112259a7b,China - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
d10a341b-727b-40d4-bc39-8195b2aa18bf,Denmark - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
d3fac28c-3662-44a2-8f63-f960618b0e32,"Honduras: Integrated Context Analysis (ICA), 2017",WFP - World Food Programme,flood|landslide|drought,buildings|population|development_index,probabilistic|deterministic|empirical,,18,HEV-
d9485440-8137-495d-86a3-81fee0a60bdf,Cyprus - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
d95e5272-5f66-48c7-83de-1a4d451f2a97,Qatar - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
d9b24206-f75f-4611-a0b4-da6bfbac4692,Brunei Darussalam - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
dba533d1-9f78-415a-a8ee-c9ed0305316f,Lesotho - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
dcd9beeb-be7c-48df-9e73-5fbf9da97881,Monaco - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
e05ab459-c74c-4487-b7aa-b439e9e35038,Jordan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
e2e1d6ff-561a-47b9-b4db-e444300c9626,United Kingdom of Great Britain and Northern Ireland - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
e3a532ab-bd7c-45c5-85a4-4303a448e4ce,El Salvador - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
e3e3d701-5544-4407-a856-2452d78f2b53,Australia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
e99ca5c1-de6a-430c-b88c-49a8e229374d,Mongolia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
ec6a9bb4-c7dd-452c-a4ee-0025824b423a,Latvia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
ed7c9642-c572-401c-a5ba-009812612540,Afghanistan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
ef491fe0-9075-44b2-bc87-6f9d3699675a,Turkmenistan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
f0a4b660-1d5e-486d-9e7d-aaf0dd081c63,Montenegro - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
f2041fec-982a-4f05-b7c4-0f0fb78fec55,Serbia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
f21087f8-3a95-407b-8e76-661bf0deaaaf,Nauru - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
f2720fbd-a0ca-47e8-ae92-52957c18401e,Libya - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
f32e4892-f83e-4381-849c-d3b5b7f4e1bc,Sierra Leone - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
f408c932-9c27-429a-be14-cba1529771e5,Eswatini - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
f4a578a9-f82a-46fb-8578-a4186b1cfcba,Albania - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
fb8997cb-62b8-4740-840c-546c2696f8f3,Ireland - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
fc5bc30c-0100-48c5-8062-31941571e2da,Poland - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
fc73d4e4-59c0-4b0a-890f-61066123e3bd,Luxembourg - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
fca40aff-89ad-4aef-a3cd-0e94425939aa,Belize - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
fea0c777-2e1f-4b83-844a-8f73f3fcbbca,Egypt - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
ffa2ee4a-0569-4d34-957b-e0141b3029e3,Madagascar - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
ffd52ee5-6349-4e08-abb1-48ad6f1aed04,Antigua and Barbuda - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
fff493b9-c526-4ef5-ab95-d6137cdb77df,Cabo Verde - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator|development_index,probabilistic|deterministic|empirical,,18,-E-L
37798fb3-a601-4df5-9923-6015ecf3661e,"Burkina Faso: Integrated Context Analysis (ICA), 2018",WFP - World Food Programme,flood|drought,population|agriculture,probabilistic|deterministic|empirical,100,17,HE--
452e5481-e083-4d15-ae92-5a689ab051f8,Zambia: Response Plan projects,OCHA Humanitarian Programme Cycle Tools (HPC Tools),drought,,,1|2|3|4|5,17,H---
4d362459-eebf-41e6-b180-ac3bd95edf09,"Chad: Integrated Context Analysis (ICA), 2017",WFP - World Food Programme,flood|landslide|drought,population,probabilistic|deterministic|empirical,100,17,HE--
6a954bc1-d438-4efa-b11c-170aa932a7de,"Mozambique: Integrated Context Analysis (ICA), 2017",WFP - World Food Programme,flood|drought|convective_storm,population|agriculture,probabilistic|deterministic|empirical,,17,HEV-
00c37501-6951-450b-aa8f-49156415a15e,Colombia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
01db785b-2f92-46be-86f7-7cce043412a4,Malta - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
029c2b08-af58-4008-b580-656635021c4d,United Arab Emirates - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
039ad0f5-7ffa-414a-82cf-0bf3cfd59a6b,Ghana - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
0403b8f6-6fb6-475b-b910-e5b55adb1f8b,United States of America - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
05890947-0a12-48f8-8890-0e200f5c8138,Bahamas - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
07880895-8ab3-423b-8f83-f9a02d8377a8,Kyrgyzstan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
08f3deee-21ec-4a2c-84bf-0e3894e796a0,"Somalia: Integrated Context Analysis (ICA), 2018",WFP - World Food Programme,flood|drought,population|agriculture|natural_environment,probabilistic|deterministic|empirical,,16,HE--
09062400-9e21-4400-b6d1-07505118f393,Tokelau - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E--
09328e9e-757d-4d03-871a-770eb63ab4c3,Angola - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
0b881885-f881-4400-b1a9-ceb5beefe056,Lithuania - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
0d061106-7e12-4ffd-922a-3cfd4c9a1e3e,Sweden - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
0dd04657-b730-4c19-93a6-9f893975c3a7,Yemen - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
0deaa115-287c-4661-8de3-1c50a00cb6d5,Dominica - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
0e7cc808-91d4-4798-b817-d276d521403e,"Syrian Arab Republic: Integrated Context Analysis (ICA), 2020",WFP - World Food Programme,flood|drought,population,probabilistic|deterministic|empirical,100,16,HE--
0e913caa-5c28-4a77-b56b-498db87aaa95,Afghanistan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
106386cd-aad0-4cb5-ae85-ce8504a20524,Israel - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
11241657-321a-4b95-81da-8eb6e989c673,Panama - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
1249b7c5-f71d-4d97-a680-1c6b2d121032,Kazakhstan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
12e18fc8-64ab-48fd-ae3b-ca2ef8c14c93,Finland - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
13d91947-4498-468f-9752-7c80fc2d9bd5,Nigeria - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
14934ea2-24e9-46f6-b8d9-c7f45f620b2c,Japan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
149853c1-75c5-41df-938b-6141d5f6746c,Tajikistan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
16bb8ff0-7c73-4d44-a7e6-ad680787ff82,Barbados - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
18c2727f-e05c-4220-ac92-1c6e6088eda7,Iraq - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
19fd57a3-6e4d-425f-8760-07c92be6bfe7,Maldives - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
1a52c32e-2907-4c6d-a8fd-5f2afac7e62f,Viet Nam - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
1af78d61-946f-40ad-b1f1-072865f4ddd8,Bangladesh - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
1b1d767d-d1e9-492d-a291-45d4bb7d5c60,Belarus - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
1b229319-91d9-4f24-be36-bbdf42340be1,Canada - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
1c00c076-0d17-46cf-8dce-8e901d09a3e2,United Kingdom of Great Britain and Northern Ireland - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
1da748ec-d18a-45b6-94de-cc28f092312b,Lesotho - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
1e8904ca-667e-4249-9950-aa76d4b5b548,Saint Kitts and Nevis - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
1eabcbb2-6dc3-4400-826d-81668054bbf8,Honduras - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
1eefa8e1-2153-4d2e-8f8e-310deb2dfd06,Grenada - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
1f98948b-5c63-48c6-a92c-44cf2cec1e9f,Morocco - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
24674116-e10f-4898-838b-2464ad79f26d,Costa Rica - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
249064ea-dfe2-4bc4-b56f-4bf3ee8d1a3f,Serbia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
249070fe-402b-4a85-a2b0-c293c441f947,Armenia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
25c1e8bd-6bea-4349-aa33-64dc99d80364,Iceland - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
261361f2-a9e5-4005-8479-2be53af912de,Germany - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
2686f7fc-a2e0-4dd0-bef2-1b4545c3597d,South Sudan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E--
268cb44d-13ec-43ed-b45d-8597fd5b54e3,Albania - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
299c2178-082d-48b6-ba8f-b92ed140a88d,Solomon Islands - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E--
2abe5d6e-4425-464e-99f5-6f987b4714b4,Comoros - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
2b38f60e-af2e-4cfe-a84f-11dd5770848a,Eritrea - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
2baa276e-9473-44f7-9556-4171341c4b05,Lao People's Democratic Republic - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
2d092f7d-5f39-4358-83b9-2be63069c18a,Chile - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
2e83a747-75c1-4e4f-b260-818200088237,Central African Republic - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
2e8b6442-56ef-4bff-98eb-dfbfc62f28ed,Sudan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
3066c945-ed6e-4903-8080-7943d41f634f,"Afghanistan: Integrated Context Analysis (ICA), 2016",WFP - World Food Programme,flood|landslide|drought,buildings|population,probabilistic|deterministic|empirical,,16,HEV-
31688a7c-7aae-464b-b876-eea1c20869fc,Norway - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
322887cd-4f93-41b4-9dc0-83dd5300e06a,Bahrain - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
330c2717-64f9-4f8e-b3df-8b7f6f8632d7,Singapore - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
332d719b-b3e1-4c58-8bf7-faec61e2ac85,Cambodia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
355ea96c-73fa-47a6-83fe-d41e94fe8500,Malaysia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
366ba4ca-c2ba-46ef-a441-287f00787a66,Eswatini - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
36904d01-3c31-46e2-a248-aab36f4d515b,Bolivia (Plurinational State of) - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
36e7974f-8301-4d9c-8588-f98d4df1c460,Guinea - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
38be9db6-c016-4c14-8f0b-95570a5f8593,Nepal - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
39995f20-8f0a-451d-a36c-59aa67488fbe,Turkmenistan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
3adc4bb0-faef-42ae-bd67-0ea08918a629,Zambia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
3b414a9e-0177-4a24-b5f1-0876940ba8b8,Sao Tome and Principe - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
3e499b52-d3ad-44e8-b8bb-d7f8cdae8611,Iran (Islamic Republic of) - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
3e966c54-856f-43f9-9ff8-06dd5aa9b58d,Micronesia (Federated States of) - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
3e968e8f-aacd-498f-81b1-0e51d410a8da,Belize - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
43770861-4920-407a-acd4-a12bfbcdf5bd,Myanmar - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
484d0d6a-f75f-47ec-8b33-5f710dd8d0d4,Dominican Republic - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
4a1ff259-18cf-47e3-bb14-4c3b6b47518f,Paraguay - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
4bc5fce7-260f-453f-87ce-e058ee20e760,Equatorial Guinea - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
4cd803e6-9aca-43e8-981e-6a8c46cf43c2,Somalia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
4e173b01-c415-483e-a669-f8ce6e55bfe2,Monaco - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
4e418b1b-2bdb-49ac-ae6b-dd95e15b2ac5,Haiti - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
4f1b7cff-8c79-41d1-aab6-43f90f1e7605,Liberia - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
4f77edb4-0034-437f-a4c3-b627b522ea8e,Vanuatu - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
515da472-6499-4c7c-a8e9-337a758fda1e,Mauritania - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
51cdea1e-25e9-44b0-8bed-10c3ea30616b,Chad - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
5364d32f-f962-4919-95b6-25e92a0be1e0,Bhutan - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
55d39ca1-7743-4e13-8f86-1b61826873fc,Bosnia and Herzegovina - Health Indicators,World Health Organization,,buildings|infrastructure|population|natural_environment|economic_indicator,probabilistic|deterministic|empirical,,16,-E-L
