dataset_id,title,organization,dataset_source,license_title,tags,groups,formats,is_osm,excluded_by_policy,rdls_candidate,rdls_components,confidence,score_hazard,score_exposure,score_vulnerability_proxy,score_loss_impact,top_signals,decision,components_override,notes
27c370ab-6e3f-4946-995a-1d3f75a9c6bc,"Damage assessment in Talibon municipality, Bohol Province, Region VII, Philippines as of 23 December 2021",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Philippines,GEODATABASE;SHP,False,False,True,hazard,medium,5,4,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
27e543c0-ef34-45f6-81e1-fbbb25e9f59f,Venezuela (Bolivarian Republic of) - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),displacement;flooding;internally displaced persons-idp,Venezuela (Bolivarian Republic of),CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:flooding(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
28b8a81e-6937-4e57-9672-b17ebb1c7e17,Haiti - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),conflict-violence;cyclones-hurricanes-typhoons;displacement;internally displaced persons-idp,Haiti,CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:cyclones-hurricanes-typhoons(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
2d5d6681-9554-4364-aeeb-60e8f1d17f23,"Lava flow and affected structures caused by Nyiragongo volcanic eruption, Nord-Kivu Province, DR Congo",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),geodata;natural disasters,Democratic Republic of the Congo,GEODATABASE;SHP,False,False,True,hazard,medium,5,4,0,2,tag:natural disasters(+3)→hazard | tag:geodata(+2)→exposure | kw:\b(volcan|eruption|lava)\b(+2)→hazard | kw:\bbuildings?\b(+2)→exposure | kw:\baffected\b(+2)→loss_impact,,,
2dc98f66-5ea1-462c-a956-db618d415d4f,Mozambique - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),conflict-violence;displacement;flooding;internally displaced persons-idp,Mozambique,CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:flooding(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
2f3250e6-1402-4295-b2ec-7c2092e0900f,"Damage Assessment in Spera district, Khost province as of 24 June 2022",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),earthquake-tsunami;geodata,Afghanistan,GEODATABASE;SHP,False,False,True,hazard,medium,5,4,0,2,tag:earthquake-tsunami(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
33b6ad8d-8b90-4fc6-a6b6-299bbb0f6eaf,Chad - HungerMap data,WFP - World Food Programme,WFP HungerMap,Creative Commons Attribution Share-Alike (CC BY-SA),food security;hxl;indicators,Chad,CSV,False,False,True,vulnerability_proxy,medium,2,4,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(magnitude|richter|moment.?magnitude)\b(+2)→hazard | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(food.?security|food.?production)\b(+2)→exposure | kw:\bfood security\b(+2)→vulnerability_proxy,,,
36c40aed-d09c-4a9a-8e89-10078ec00d8d,"Mudflow impact in Eshkmesh District, Takhar Province and Burka District, Baghlan Province, Afghanistan as of 15 May 2024",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),flooding;geodata,Afghanistan,GEODATABASE,False,False,True,hazard,medium,5,4,0,2,tag:flooding(+5)→hazard | tag:geodata(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\baffected\b(+2)→loss_impact,,,
3747b3be-b520-4de0-8bf9-8f98bd9c759b,Burkina Faso - HungerMap data,WFP - World Food Programme,WFP HungerMap,Creative Commons Attribution Share-Alike (CC BY-SA),food security;hxl;indicators,Burkina Faso,CSV,False,False,True,vulnerability_proxy,medium,2,4,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(magnitude|richter|moment.?magnitude)\b(+2)→hazard | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(food.?security|food.?production)\b(+2)→exposure | kw:\bfood security\b(+2)→vulnerability_proxy,,,
386a3d5e-deee-464f-afbe-4d00cc1f54a5,"Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)",UNICEF Data and Analytics (HQ),"The indicator data draw on inter-agency estimates and nationally representative household surveys such as Multiple Indicator Cluster Surveys (MICS) and Demographic and Health Surveys (DHS). In addition, data from administrative sources and other United Nations organizations have been used. More detailed information on the data sources is provided at https://data.unicef.org/.",CC BY 3.0 IGO,children;disease;health;indicators;mortality;youth,World,CSV;XML,False,False,True,vulnerability_proxy,medium,0,2,5,4,tag:mortality(+4)→loss_impact | org:UNICEF(+3)→vulnerability_proxy | tag:health(+2)→vulnerability_proxy | kw:\b(population|people|inhabitant)\b(+2)→exposure,,,
3895185b-e959-4c57-b6c6-2c1edbe2f439,Philippines functional difficulty census 2020,OCHA Philippines,PSA Census 2020,Creative Commons Attribution International (CC BY),census;disability;gender and age disaggregated data-gadd,Philippines,XLSX,False,False,True,exposure;vulnerability_proxy,medium,0,6,5,0,tag:disability(+3)→vulnerability_proxy | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(resident|demographic|census)\b(+2)→exposure | kw:\b(household|family)\b(+2)→exposure | kw:\bhousehold(s)?\b(+2)→vulnerability_proxy,,,
3d8e7757-7797-452a-9d55-926f5a9c8fa8,"Damage assessment in City of Carcar and San Fernando municipalities, Cebu Province, Region VII, Philippines",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Philippines,GEODATABASE;SHP,False,False,True,hazard,medium,5,4,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
3e230b3f-e0d7-4c7d-a788-0d4c82d8f814,République Centrafricaine : Situation des Inondations,OCHA Central African Republic,Humanitarian partners,Creative Commons Attribution International (CC BY),affected population;climate-weather;flooding;hxl,Central African Republic,XLSX,False,False,True,hazard,medium,5,2,0,4,tag:flooding(+5)→hazard | tag:affected population(+4)→loss_impact | kw:\b(population|people|inhabitant)\b(+2)→exposure,,,
3ecc6b0e-2928-497f-a28c-938358dbda82,"Damage assessment in Siargao Island, General Luna, Surigao del Norte of Philippines as of 26 December 2021",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Philippines,GEODATABASE;SHP,False,False,True,hazard,medium,5,4,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
3f7ab72e-a6cb-443d-8c8a-e9204a2fe864,"Damage Assessment in Central West Cuernavaca City, Municipality of Cuernavaca, State of Morelos",United Nations Satellite Centre (UNOSAT),UNOSAT,Creative Commons Attribution Share-Alike (CC BY-SA),earthquake-tsunami;geodata,Mexico,GEODATABASE;SHP,False,False,True,hazard,medium,5,2,0,4,tag:earthquake-tsunami(+5)→hazard | tag:geodata(+2)→exposure | kw:\bdamage\b(+2)→loss_impact | kw:\baffected\b(+2)→loss_impact,,,
47147b16-bc72-41ed-be12-31f23e15028c,"Damage Assessment in Kutupalong Refugee Camp, Palong Khali Union, Bangladesh",United Nations Satellite Centre (UNOSAT),UNOSAT,Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Bangladesh,GEODATABASE;SHP,False,False,True,hazard,medium,5,4,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
47d61276-025d-4816-a132-72ee130fcd80,Nigeria - HungerMap data,WFP - World Food Programme,WFP HungerMap,Creative Commons Attribution Share-Alike (CC BY-SA),food security;hxl;indicators,Nigeria,CSV,False,False,True,vulnerability_proxy,medium,2,4,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(magnitude|richter|moment.?magnitude)\b(+2)→hazard | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(food.?security|food.?production)\b(+2)→exposure | kw:\bfood security\b(+2)→vulnerability_proxy,,,
4caab60c-e207-468c-94ca-ac4c19b46700,Chad - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),conflict-violence;displacement;flooding;internally displaced persons-idp,Chad,CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:flooding(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
4dd3b5b8-6a59-4a5c-91c5-253a36406f91,Guernsey - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),cyclones-hurricanes-typhoons;displacement;internally displaced persons-idp,Guernsey,CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:cyclones-hurricanes-typhoons(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
4def9c05-ece5-49b4-9108-fad39002a6f7,"Satellite-detected damage to cultural heritage in the area of Cova, Ribeira Paúl and Torre Natural Park, Santo Antão, Cabo Verde, as of 16 August 2025",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),flooding;geodata,Cabo Verde,GEODATABASE;SHP,False,False,True,hazard,medium,5,4,0,2,tag:flooding(+5)→hazard | tag:geodata(+2)→exposure | kw:\b(agriculture|agricultural|farming)\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
50d69c8f-4516-454b-adb5-5a0c9381d5ba,"Lava flow and geological information in NordKivu Province, DR Congo and Western Province, Rwanda as of 01 June 2021",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),geodata;natural disasters,Democratic Republic of the Congo,GEODATABASE;SHP,False,False,True,hazard;exposure,medium,5,6,0,0,tag:natural disasters(+3)→hazard | tag:geodata(+2)→exposure | kw:\b(volcan|eruption|lava)\b(+2)→hazard | kw:\bairport(s)?\b(+2)→exposure | kw:\b(airport|port|harbor|terminal)\b(+2)→exposure,,,
5110aba6-f927-4dd2-80ec-5e7f56684895,Burkina Faso - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),conflict-violence;displacement;flooding;internally displaced persons-idp,Burkina Faso,CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:flooding(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
51abb3d9-904d-44cc-adb3-615296e3148e,"Damage Assessment in Tani district, Khost province as of 23 June 2022",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),earthquake-tsunami;geodata,Afghanistan,GEODATABASE;SHP,False,False,True,hazard,medium,5,4,0,2,tag:earthquake-tsunami(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
52537a18-3816-42ef-918d-eea20cb083e5,"Damage Assessment in Tayum Town, Abra Province, Cordillera Administrative Region, Philippines",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),earthquake-tsunami;geodata,Philippines,GEODATABASE;SHP,False,False,True,hazard,medium,5,4,0,2,tag:earthquake-tsunami(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
53753c1f-7695-419b-932f-6f167e2f4358,Syrian Arab Republic - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),conflict-violence;cyclones-hurricanes-typhoons;displacement;internally displaced persons-idp,Syrian Arab Republic,CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:cyclones-hurricanes-typhoons(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
548c802c-d29d-40a8-829b-6cba73117bf1,Nepal Census 2011 District Profiles (Demography),HDX,Multiple Sources,Other,demographics;earthquake-tsunami;economics,Nepal;Nepal Earthquake,XLSX;XLS,False,False,True,hazard,medium,5,2,4,0,tag:earthquake-tsunami(+5)→hazard | tag:demographics(+4)→vulnerability_proxy | kw:\b(resident|demographic|census)\b(+2)→exposure,,,
54e10be7-ca77-49b9-a8ed-64d2bbfcda3c,"Geodata of Satellite Detected Waters in Savu Area, Naitasiri Province, Central Division, Fiji",United Nations Satellite Centre (UNOSAT),UNOSAT,Other,cyclones-hurricanes-typhoons;geodata,Fiji,SHP,False,False,True,hazard,medium,5,4,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\b(agriculture|agricultural|farming)\b(+2)→exposure | kw:\baffected\b(+2)→loss_impact,,,
5628c679-7969-4b97-bd72-04f94b5712bb,Lebanon - Protection Monitoring - Q3 2021,UNHCR - The UN Refugee Agency,UNHCR,Other,food security;needs assessment;protection,Lebanon,WEB APP;PDF,False,False,True,exposure;vulnerability_proxy,medium,0,6,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure | kw:\b(natural.?resource|environment)\b(+2)→exposure | kw:\bhousehold(s)?\b(+2)→vulnerability_proxy,,,
575434f0-e288-42a8-b3a8-832d78280ef6,Lebanon - Protection Monitoring - Q1 2022,UNHCR - The UN Refugee Agency,UNHCR,Other,food security;needs assessment;protection,Lebanon,WEB APP;PDF,False,False,True,exposure;vulnerability_proxy,medium,0,6,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure | kw:\b(natural.?resource|environment)\b(+2)→exposure | kw:\bhousehold(s)?\b(+2)→vulnerability_proxy,,,
5757caa5-f637-4523-a354-9a516b1984e7,Lebanon - Protection Monitoring - Q1 2021,UNHCR - The UN Refugee Agency,UNHCR,Other,food security;needs assessment;protection,Lebanon,WEB APP;PDF,False,False,True,exposure;vulnerability_proxy,medium,0,6,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure | kw:\b(natural.?resource|environment)\b(+2)→exposure | kw:\bhousehold(s)?\b(+2)→vulnerability_proxy,,,
5b24c790-6d4b-49a7-a79c-2eb8877fd1f4,Global Health Humanitarian Overview - HRP data,Health Cluster,Health Cluster,Creative Commons Attribution Share-Alike (CC BY-SA),baseline population;covid-19;demographics;health;humanitarian needs overview-hno;humanitarian response plan-hrp;people in need-pin,Afghanistan;Bangladesh;Burkina Faso;Burundi;Cameroon;Central African Republic;Chad;Colombia;Democratic Republic of the Congo;Ethiopia;Haiti;Honduras;Iraq;Lebanon;Libya;Madagascar;Malawi;Mali;Mozambique;Myanmar;Niger;Nigeria;Pakistan;Papua New Guinea;Philippines;Somalia;South Sudan;State of Palestine;Sudan;Syrian Arab Republic;Ukraine;Venezuela (Bolivarian Republic of);Yemen;Zimbabwe,XLSX,False,False,True,vulnerability_proxy,medium,0,2,6,3,tag:demographics(+4)→vulnerability_proxy | tag:people in need-pin(+3)→loss_impact | tag:health(+2)→vulnerability_proxy | kw:\b(building|structure|dwelling)\b(+2)→exposure,,,
5be668ad-8702-4f89-a64d-69dfdaad4d98,Syrian Arab Republic - HungerMap data,WFP - World Food Programme,WFP HungerMap,Creative Commons Attribution Share-Alike (CC BY-SA),food security;hxl;indicators,Syrian Arab Republic,CSV,False,False,True,vulnerability_proxy,medium,2,4,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(magnitude|richter|moment.?magnitude)\b(+2)→hazard | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(food.?security|food.?production)\b(+2)→exposure | kw:\bfood security\b(+2)→vulnerability_proxy,,,
5ce2fca0-f350-4ae5-999c-20d3afba54e8,Gambia - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),displacement;flooding;internally displaced persons-idp,Gambia,CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:flooding(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
610fbf0c-87a3-4851-8e81-67b1ad617694,Completion rate for children of primary school age,UNICEF Data and Analytics (HQ),"The indicator data draw on inter-agency estimates and nationally representative household surveys such as Multiple Indicator Cluster Surveys (MICS) and Demographic and Health Surveys (DHS). In addition, data from administrative sources and other United Nations organizations have been used. More detailed information on the data sources is provided at https://data.unicef.org/.",CC BY 3.0 IGO,children;education;indicators,World,CSV;XML,False,False,True,exposure;vulnerability_proxy,medium,0,6,5,0,org:UNICEF(+3)→vulnerability_proxy | tag:education(+2)→vulnerability_proxy | kw:\bschool(s)?\b(+2)→exposure | kw:\b(hospital|school|health.?facility)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure,,,
6112fda5-c827-45b0-99c1-ea501de5bd55,Lebanon - Protection Monitoring - Q3 2022,UNHCR - The UN Refugee Agency,UNHCR,Other,food security;needs assessment;protection,Lebanon,WEB APP;PDF,False,False,True,exposure;vulnerability_proxy,medium,0,6,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure | kw:\b(natural.?resource|environment)\b(+2)→exposure | kw:\bhousehold(s)?\b(+2)→vulnerability_proxy,,,
64fdf2a6-9bc8-4184-8e18-8a5e03cd60f4,Mauritania - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),displacement;flooding;internally displaced persons-idp,Mauritania,CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:flooding(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
6553be21-7ad3-4bec-80e0-e00a84532bbb,Zambia - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),displacement;flooding;internally displaced persons-idp,Zambia,CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:flooding(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
6646dcdf-e36e-4af5-89f4-e8ae9a146c0c,"Buildings Damage  Assessment & Related Density over Pentecost  Island, Penama Province ,Vanuatu as of 29 Oct. 2023",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),cyclones-hurricanes-typhoons;geodata,Vanuatu,XLSX,False,False,True,hazard,medium,5,4,0,2,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\bbuildings?\b(+2)→exposure | kw:\bdamage\b(+2)→loss_impact,,,
671f95d6-297d-4a87-8b9b-0ada53e8c501,Niger - HungerMap data,WFP - World Food Programme,WFP HungerMap,Creative Commons Attribution Share-Alike (CC BY-SA),food security;hxl;indicators,Niger,CSV,False,False,True,vulnerability_proxy,medium,2,4,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(magnitude|richter|moment.?magnitude)\b(+2)→hazard | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(food.?security|food.?production)\b(+2)→exposure | kw:\bfood security\b(+2)→vulnerability_proxy,,,
6827ec4b-5739-4287-8c4c-5c3412900f64,"Landslide impact analysis in Majenang Sub-district, Cilacap District, Jawa Tengah Province, Indonesia as of 18 November 2025",United Nations Satellite Centre (UNOSAT),UN Operational Satellite Applications Programme (UNOSAT),Creative Commons Attribution Share-Alike (CC BY-SA),geodata;natural disasters,Indonesia,GEODATABASE;SHP,False,False,True,hazard,medium,5,4,0,2,tag:natural disasters(+3)→hazard | tag:geodata(+2)→exposure | kw:\b(landslide|mudslide|rockfall)\b(+2)→hazard | kw:\bbuildings?\b(+2)→exposure | kw:\baffected\b(+2)→loss_impact,,,
69813b66-a653-4472-b617-9d66b0f7059f,Senegal - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),displacement;flooding;internally displaced persons-idp,Senegal,CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:flooding(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
6cce56ea-0795-4db2-92cd-9477c3a94261,Lebanon - Protection Monitoring - Q4 2021,UNHCR - The UN Refugee Agency,UNHCR,Other,food security;needs assessment;protection,Lebanon,WEB APP;PDF,False,False,True,exposure;vulnerability_proxy,medium,0,6,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure | kw:\b(natural.?resource|environment)\b(+2)→exposure | kw:\bhousehold(s)?\b(+2)→vulnerability_proxy,,,
6d68a886-0804-454a-9758-3aa2952cc88b,Bahamas - Draft subdivisions for Grand Bahama Island,Global Shelter Cluster (inactive),Shelter Sector Bahamas,Creative Commons Attribution International (CC BY),administrative boundaries-divisions;americas;cyclones-hurricanes-typhoons;geodata,Bahamas,SHP,False,False,True,hazard;exposure,medium,5,6,0,0,tag:cyclones-hurricanes-typhoons(+5)→hazard | tag:geodata(+2)→exposure | kw:\bport(s)?\b(+2)→exposure | kw:\b(airport|port|harbor|terminal)\b(+2)→exposure,,,
6fe5ad08-aa68-4fed-89fd-733d6d7a1748,Mauritania - HungerMap data,WFP - World Food Programme,WFP HungerMap,Creative Commons Attribution Share-Alike (CC BY-SA),food security;hxl;indicators,Mauritania,CSV,False,False,True,vulnerability_proxy,medium,2,4,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(magnitude|richter|moment.?magnitude)\b(+2)→hazard | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(food.?security|food.?production)\b(+2)→exposure | kw:\bfood security\b(+2)→vulnerability_proxy,,,
6ff7ff93-5d58-41c4-877f-8939f2dda1eb,Yemen - HungerMap data,WFP - World Food Programme,WFP HungerMap,Creative Commons Attribution Share-Alike (CC BY-SA),food security;hxl;indicators,Yemen,CSV,False,False,True,vulnerability_proxy,medium,2,4,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(magnitude|richter|moment.?magnitude)\b(+2)→hazard | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(food.?security|food.?production)\b(+2)→exposure | kw:\bfood security\b(+2)→vulnerability_proxy,,,
7065ae4b-2111-445f-a15a-64e1eb6bbf09,Lebanon - Protection Monitoring - Q2 2022,UNHCR - The UN Refugee Agency,UNHCR,Other,food security;needs assessment;protection,Lebanon,WEB APP;PDF,False,False,True,exposure;vulnerability_proxy,medium,0,6,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure | kw:\b(natural.?resource|environment)\b(+2)→exposure | kw:\bhousehold(s)?\b(+2)→vulnerability_proxy,,,
70ddaacb-b379-4920-9e42-64e620683414,Guatemala - HungerMap data,WFP - World Food Programme,WFP HungerMap,Creative Commons Attribution Share-Alike (CC BY-SA),food security;hxl;indicators,Guatemala,CSV,False,False,True,vulnerability_proxy,medium,2,4,5,0,tag:food security(+3)→vulnerability_proxy | kw:\b(magnitude|richter|moment.?magnitude)\b(+2)→hazard | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(food.?security|food.?production)\b(+2)→exposure | kw:\bfood security\b(+2)→vulnerability_proxy,,,
7128e3e5-7f26-488b-8c96-c0d96b88d7bc,Central African Republic - Internal Displacements Updates (IDU) (event data),Internal Displacement Monitoring Centre (IDMC),IDMC,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),conflict-violence;displacement;flooding;internally displaced persons-idp,Central African Republic,CSV,False,False,True,hazard;exposure,medium,5,6,0,0,tag:flooding(+5)→hazard | kw:\b(building|structure|dwelling)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure | kw:\b(displaced|refugee|idp)\b(+2)→exposure,,,
71c4ced3-9b88-4813-803b-e1c690153ca0,Morocco Al Haouz Province West Structures and Buildings first edition,ITOS (inactive),ITOS,Creative Commons Attribution International (CC BY),affected area;earthquake-tsunami;morocco-earthquake,Morocco,GEODATABASE,False,False,True,hazard,medium,5,2,0,4,tag:earthquake-tsunami(+5)→hazard | tag:affected area(+4)→loss_impact | kw:\bbuildings?\b(+2)→exposure,,,
749ed4a9-6a89-4a3f-a4c8-b5359966a6e9,UNFPA State of World Population 2019,HDX,UNFPA State of World Population 2019,Creative Commons Attribution International (CC BY),baseline population;gender;health,World,XLSX;CSV,False,False,True,exposure;vulnerability_proxy,medium,0,6,5,0,tag:gender(+3)→vulnerability_proxy | tag:health(+2)→vulnerability_proxy | kw:\bschool(s)?\b(+2)→exposure | kw:\b(hospital|school|health.?facility)\b(+2)→exposure | kw:\b(population|people|inhabitant)\b(+2)→exposure,,,
